"X","Metal_ID","QUBR_ID","Elevation..m.","Stick","Canopy1","Canopy2","Tree_pic","Env_pic","Recorder","Date","Comments","Page","Locality","Transcriber","Checked.","Daniel_tag","Daniel_lat","Daniel_long","DBH_ag","multistemmed","Canopy_short","Canopy_long","Crown_spread","a","b","c","eccentricity","Canopy_area","X.1","Y","geometry"
89,225,"LM_100","1740",172,3.3,2.9,"Y","Y","KA","9/5/23","off trail, in scrub","6B","LM","AMH","Y",NA,NA,NA,0.264,FALSE,2.9,3.3,3.1,1.65,1.45,0.787400787401181,0.477212598424958,7.51626042371358,585607.115662753,2654780.14531216,c(585607.115662753, 2654780.14531216)
90,226,"LM_101","1737",172,18.9,16.8,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","6B","LM","AMH","Y",NA,NA,NA,0.950223657882711,TRUE,16.8,18.9,17.85,9.45,8.4,4.32926090689854,0.458122847290851,249.379624841958,585597.68498807,2654769.56999222,c(585597.68498807, 2654769.56999222)
91,227,"LM_102","1742",172,7.6,8.3,"Y","Y","KA","9/5/23",NA,"6B","LM","AMH","Y",NA,NA,NA,0.328,FALSE,7.6,8.3,7.95,4.15,3.8,1.66808273176123,0.401947646207525,49.542916147111,585595.474516441,2654770.66404373,c(585595.474516441, 2654770.66404373)
92,228,"LM_103","1734",172,8.2,5.5,"Y","Y","KA","9/5/23",NA,"6B","LM","AMH","Y",NA,NA,NA,0.327,FALSE,5.5,8.2,6.85,4.1,2.75,3.04097023990699,0.741700058513901,35.4214571692249,585591.545617298,2654775.62323642,c(585591.545617298, 2654775.62323642)
93,229,"LM_104","1740",172,6.9,10,"Y","Y","KA","9/5/23",NA,"6B","LM","AMH","Y",NA,NA,NA,0.481,FALSE,6.9,10,8.45,5,3.45,3.61904683583951,0.723809367167903,54.1924732744239,585593.414828143,2654774.89623181,c(585593.414828143, 2654774.89623181)
94,230,"LM_105","1737",172,7,7.2,"Y","Y","KA","9/5/23",NA,"6B","LM","AMH","Y",NA,NA,NA,0.383,FALSE,7,7.2,7.1,3.6,3.5,0.842614977317636,0.234059715921566,39.5840674352314,585585.781689044,2654775.58879886,c(585585.781689044, 2654775.58879886)
95,231,"LM_106","1740",172,11.8,11.4,"Y","Y","KA","9/5/23","Daniel tag: 67","6B","LM","AMH","Y",67,24.0026833333333,-110.158533333333,0.0047109863155201,FALSE,11.4,11.8,11.6,5.9,5.7,1.52315462117278,0.258161800198777,105.651760940225,585588.458844406,2654781.51017779,c(585588.458844406, 2654781.51017779)
96,232,"LM_107","1738",172,8.9,8.3,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","6B","LM","AMH","Y",NA,NA,NA,0.421213722473521,TRUE,8.3,8.9,8.6,4.45,4.15,1.6062378404209,0.36095232369009,58.0173623301695,585586.084360658,2654781.68053448,c(585586.084360658, 2654781.68053448)
97,49,"LM_048","518",172,10.9,10.43,"Y","Y","KA","9/5/23",NA,"11A","LM","AMH","Y",NA,NA,NA,0.92,FALSE,10.43,10.9,10.665,5.45,5.215,1.58312191570959,0.290481085451301,89.2895610021657,585097.459284891,2654672.65734341,c(585097.459284891, 2654672.65734341)
98,50,"LM_046","518",172,4.3,3,"Y","Y","KA","9/5/23",NA,"11A","LM","AMH","Y",NA,NA,NA,0.644,FALSE,3,4.3,3.65,2.15,1.5,1.54029218007494,0.716414967476715,10.1316363078271,585143.871194273,2654707.99628628,c(585143.871194273, 2654707.99628628)
99,51,"LM_045","518",172,9.1,4,"Y","Y","KA","9/5/23",NA,"11A","LM","AMH","Y",NA,NA,NA,0.37,FALSE,4,9.1,6.55,4.55,2,4.08686921738389,0.898213014809646,28.5884931476671,585143.871194273,2654707.99628628,c(585143.871194273, 2654707.99628628)
100,253,"LM_001","532",181,9.84,6.4,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","7A","LM","AMH","Y",NA,NA,NA,0.519762445738435,TRUE,6.4,9.84,8.12,4.92,3.2,3.73716470067884,0.759586321276188,49.4612347381177,585588.742234304,2654847.5783585,c(585588.742234304, 2654847.5783585)
101,248,"LM_002","532",181,8.33,7.75,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","7A","LM","AMH","Y",NA,NA,NA,0.490029590943241,TRUE,7.75,8.33,8.04,4.165,3.875,1.52695775973011,0.366616508938802,50.7033419335308,585586.714532208,2654846.45898381,c(585586.714532208, 2654846.45898381)
102,252,"LM_003","530",181,13.19,12.39,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","7A","LM","AMH","Y",NA,NA,NA,0.522609797076174,TRUE,12.39,13.19,12.79,6.595,6.195,2.26185764361951,0.342965525946855,128.352987994881,585581.668427821,2654839.78527816,c(585581.668427821, 2654839.78527816)
103,249,"LM_004","531",181,13.84,17.4,"Y","Y","CK","9/5/23",NA,"7A","LM","AMH","Y",NA,NA,NA,0.651,FALSE,13.84,17.4,15.62,8.7,6.92,5.27291190899298,0.606081828619883,189.13644411672,585571.470378893,2654844.15339337,c(585571.470378893, 2654844.15339337)
104,266,"LM_005","532",181,10.53,8.7,"Y","Y","CK","9/5/23",NA,"7A","LM","AMH","Y",NA,NA,NA,0.548,FALSE,8.7,10.53,9.615,5.265,4.35,2.96609591888057,0.563361048220432,71.9511111470036,585572.487537811,2654844.15946955,c(585572.487537811, 2654844.15946955)
105,261,"LM_006","531",181,16.65,9.24,"Y","Y","CK","9/5/23",NA,"7A","LM","AMH","Y",NA,NA,NA,0.616143652081233,TRUE,9.24,16.65,12.945,8.325,4.62,6.92540432032672,0.831880398838044,120.830365846044,585555.480187801,2654796.44572488,c(585555.480187801, 2654796.44572488)
106,251,"LM_007","531",181,19.24,8.62,"Y","Y","CK","9/5/23",NA,"7A","LM","AMH","Y",NA,NA,NA,0.605,FALSE,8.62,19.24,13.93,9.62,4.31,8.60048254460178,0.89402105453241,130.257342921671,585553.465701079,2654793.11191536,c(585553.465701079, 2654793.11191536)
107,265,"LM_008","531",181,15.5,9.9,"Y","Y","CK","9/5/23",NA,"7A","LM","AMH","Y",NA,NA,NA,0.609,FALSE,9.9,15.5,12.7,7.75,4.95,5.96322060635023,0.769447820174223,120.519348173338,585549.397051082,2654793.08761692,c(585549.397051082, 2654793.08761692)
108,264,"LM_009","531",181,10.77,12.39,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","7B","LM","AMH","Y",NA,NA,NA,0.737927503214239,TRUE,10.77,12.39,11.58,6.195,5.385,3.06264591489124,0.494373836140636,104.803766543205,585545.348237018,2654789.74165984,c(585545.348237018, 2654789.74165984)
109,250,"LM_010","532",181,7.87,8.25,"Y","Y","CK","9/5/23",NA,"7B","LM","AMH","Y",NA,NA,NA,0.477,FALSE,7.87,8.25,8.06,4.125,3.935,1.2374974747449,0.299999387816945,50.9939392539878,585550.434050663,2654789.7720316,c(585550.434050663, 2654789.7720316)
110,254,"LM_011","533",181,11.44,10.79,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","7B","LM","AMH","Y",NA,NA,NA,0.640827589917912,TRUE,10.79,11.44,11.115,5.72,5.395,1.90062489723775,0.332277079936669,96.9476643341888,585545.394520705,2654781.99112037,c(585545.394520705, 2654781.99112037)
111,255,"LM_012","531",181,10.69,7.22,"Y","Y","CK","9/5/23",NA,"7B","LM","AMH","Y",NA,NA,NA,0.696,FALSE,7.22,10.69,8.955,5.345,3.61,3.94169062712943,0.737453812372204,60.6184439677092,585541.36553736,2654775.32350487,c(585541.36553736, 2654775.32350487)
112,262,"LM_015","529",181,14.31,12.23,"Y","Y","CK","9/5/23","tree fallen but still alive","7B","LM","AMH","Y",NA,NA,NA,0.713,FALSE,12.23,14.31,13.27,7.155,6.115,3.71494279902127,0.519209335991792,137.4535535938,585370.759184539,2654727.80089504,c(585370.759184539, 2654727.80089504)
113,256,"LM_016","504",181,4.79,8.6,"Y","Y","CK","9/5/23",NA,"7B","LM","AMH","Y",NA,NA,NA,0.304,FALSE,4.79,8.6,6.695,4.3,2.395,3.57127078222865,0.830528088890383,32.3536919429945,584470.217245504,2654436.79048175,c(584470.217245504, 2654436.79048175)
114,257,"LM_017","504",181,15.1,13.2,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's, Victor is standing next to one stem and pointing at the tri-forked stem that will be the top height","7B","LM","AMH","Y",NA,NA,NA,0.6560259141223,TRUE,13.2,15.1,14.15,7.55,6.6,3.66640150556373,0.48561609345215,156.545561928379,584467.185271977,2654433.45083844,c(584467.185271977, 2654433.45083844)
115,267,"LM_018","503",181,7.93,4.38,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.212,FALSE,4.38,7.93,6.155,3.965,2.19,3.30531768518549,0.833623628041739,27.2795485685489,584486.51180096,2654433.56479173,c(584486.51180096, 2654433.56479173)
116,271,"LM_019","506",181,6.39,4.1,"Y","Y","CK","9/5/23","wasps","8A","LM","AMH","Y",NA,NA,NA,0.225,FALSE,4.1,6.39,5.245,3.195,2.05,2.45061726917934,0.767016359680544,20.5766464828497,584483.499417056,2654426.90349242,c(584483.499417056, 2654426.90349242)
117,269,"LM_021","512",181,13.71,8.65,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.443,FALSE,8.65,13.71,11.18,6.855,4.325,5.31840201564342,0.775842744805751,93.1415462945485,584584.142031123,2654437.46260748,c(584584.142031123, 2654437.46260748)
118,276,"LM_020","512",181,7.8,3.8,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.284,FALSE,3.8,7.8,5.8,3.9,1.9,3.40587727318528,0.873301864919303,23.2792015631004,584585.165753575,2654436.36139499,c(584585.165753575, 2654436.36139499)
119,270,"LM_023","512",181,10.41,4.47,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.347,FALSE,4.47,10.41,7.44,5.205,2.235,4.70072334859221,0.903116877731453,36.5466971179244,584585.165753575,2654436.36139499,c(584585.165753575, 2654436.36139499)
120,275,"LM_022","512",181,9.45,6.35,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.335,FALSE,6.35,9.45,7.9,4.725,3.175,3.49928564138454,0.740589553732177,47.1297802900724,584585.165753575,2654436.36139499,c(584585.165753575, 2654436.36139499)
121,277,"LM_024","512",181,14.05,11.08,"Y","Y","CK","9/5/23","3 trunks at breast height so 3 DBH's","8A","LM","AMH","Y",NA,NA,NA,0.647719074908251,TRUE,11.08,14.05,12.565,7.025,5.54,4.31960935733777,0.614891011720679,122.266073688734,584585.165753575,2654436.36139499,c(584585.165753575, 2654436.36139499)
122,273,"LM_025","512",181,5.1,6.8,"Y","Y","CK","9/5/23",NA,"8A","LM","AMH","Y",NA,NA,NA,0.266,FALSE,5.1,6.8,5.95,3.4,2.55,2.2488886144049,0.661437827766148,27.2376083066235,584704.176499787,2654437.06450224,c(584704.176499787, 2654437.06450224)
123,259,"LM_075","513",181,7.05,4.81,"Y","Y","CK","9/5/23","immediately up bank there is another q. brandegeei that could not be reached","8B","LM","AMH","Y",NA,NA,NA,0.448,FALSE,4.81,7.05,5.93,3.525,2.405,2.57713018685514,0.731100762228408,26.6332444198892,584704.084856014,2654452.5655531,c(584704.084856014, 2654452.5655531)
124,258,"LM_026","510",181,7.2,4.29,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.381,FALSE,4.29,7.2,5.745,3.6,2.145,2.89118920169539,0.803108111582052,24.2593784710204,584766.94724263,2654487.26230242,c(584766.94724263, 2654487.26230242)
125,272,"LM_074","510",181,10.09,4.32,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.31,FALSE,4.32,10.09,7.205,5.045,2.16,4.55921319966505,0.903709256623399,34.2345634646987,584777.13217156,2654485.10805235,c(584777.13217156, 2654485.10805235)
126,274,"LM_073","511",181,15.95,15.79,"Y","Y","CK","9/5/23","6 trunks at breast height; immediately up bank there is another q. brandegeei that could not be reached","8B","LM","AMH","Y",NA,NA,NA,0.940056913170687,TRUE,15.79,15.95,15.87,7.975,7.895,1.12676528168026,0.141287182655832,197.802920150729,584784.226241408,2654489.57905941,c(584784.226241408, 2654489.57905941)
127,279,"LM_072","509",181,20.42,12.9,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.882898068861859,TRUE,12.9,20.42,16.66,10.21,6.45,7.91464465405744,0.775185568467918,206.888013405829,584812.569704462,2654512.99921534,c(584812.569704462, 2654512.99921534)
128,287,"LM_054","509",181,9.29,8.35,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.433,FALSE,8.35,9.29,8.82,4.645,4.175,2.03602554011486,0.438326273436998,60.9245136319851,584804.432258069,2654512.95104528,c(584804.432258069, 2654512.95104528)
129,286,"LM_055","510",181,6.6,8.1,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.397,FALSE,6.6,8.1,7.35,4.05,3.3,2.34787137637478,0.579721327499946,41.9873858152276,584799.077657154,2654558.31688802,c(584799.077657154, 2654558.31688802)
130,285,"LM_056","512",181,8.31,7.3,"Y","Y","CK","9/5/23",NA,"8B","LM","AMH","Y",NA,NA,NA,0.361,FALSE,7.3,8.31,7.805,4.155,3.65,1.98532742891444,0.477816469052812,47.6446087861794,584800.081727277,2654560.53734523,c(584800.081727277, 2654560.53734523)
131,289,"LM_057","512",181,6.58,11.3,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.375,FALSE,6.58,11.3,8.94,5.65,3.29,4.59329946770293,0.812973357115562,58.3974950412539,584808.192929143,2654565.01438669,c(584808.192929143, 2654565.01438669)
132,288,"LM_058","513",181,7.37,4.1,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.317,FALSE,4.1,7.37,5.735,3.685,2.05,3.06214385684278,0.830975266443089,23.7323763033807,584811.251015058,2654563.92523279,c(584811.251015058, 2654563.92523279)
133,278,"LM_071","512",181,9.75,8.27,"Y","Y","CK","9/5/23","one Q. brandegeei to the side of this tree but since the leaves could not be reached, it was not measured","9A","LM","AMH","Y",NA,NA,NA,0.376,FALSE,8.27,9.75,9.01,4.875,4.135,2.58213090295593,0.529667877529421,63.3286174101447,584820.307279999,2654580.58770425,c(584820.307279999, 2654580.58770425)
134,284,"LM_059","513",181,8.29,5.21,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.357,FALSE,5.21,8.29,6.75,4.145,2.605,3.2241277890307,0.77783541351766,33.9220535354828,584822.34163205,2654580.59974888,c(584822.34163205, 2654580.59974888)
135,280,"LM_060","513",181,10.48,8.11,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.515,FALSE,8.11,10.48,9.295,5.24,4.055,3.31882132691713,0.633362848648308,66.7531890220066,584822.34163205,2654580.59974888,c(584822.34163205, 2654580.59974888)
136,281,"LM_070","513",181,12.63,15.89,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.58,FALSE,12.63,15.89,14.26,7.945,6.315,4.82118242757936,0.606819688807975,157.622107190948,584822.34163205,2654580.59974888,c(584822.34163205, 2654580.59974888)
137,282,"LM_069","513",181,15.31,8.4,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.348,FALSE,8.4,15.31,11.855,7.655,4.2,6.3999238276717,0.836044915437192,101.005345405565,584822.34163205,2654580.59974888,c(584822.34163205, 2654580.59974888)
138,283,"LM_061","513",181,12.59,9.6,"Y","Y","CK","9/5/23",NA,"9A","LM","AMH","Y",NA,NA,NA,0.436,FALSE,9.6,12.59,11.095,6.295,4.8,4.07271715197606,0.646976513419549,94.9263636208692,584822.34163205,2654580.59974888,c(584822.34163205, 2654580.59974888)
139,292,"LM_062","513",181,9.34,10.4,"Y","Y","CK","9/5/23",NA,"9B","LM","AMH","Y",NA,NA,NA,0.431,FALSE,9.34,10.4,9.87,5.2,4.67,2.28715981076968,0.439838425148016,76.2904359997745,584865.96214259,2654600.78870954,c(584865.96214259, 2654600.78870954)
140,298,"LM_063","513",181,12.19,10.32,"Y","Y","CK","9/5/23","4 trunks at breast height ","9B","LM","AMH","Y",NA,NA,NA,0.72715610428573,TRUE,10.32,12.19,11.255,6.095,5.16,3.24398289144687,0.532236733625409,98.8037172739297,584877.151064248,2654600.8549947,c(584877.151064248, 2654600.8549947)
141,297,"LM_064","514",181,10.21,6.45,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","9B","LM","AMH","Y",NA,NA,NA,0.445112345369121,TRUE,6.45,10.21,8.33,5.105,3.225,3.95732232702872,0.775185568467918,51.7220033514573,584882.230377613,2654601.99234565,c(584882.230377613, 2654601.99234565)
142,290,"LM_065","512",181,17.4,5.89,"Y","Y","CK","9/5/23","3 trunks at breast height so 3 DBH's","9B","LM","AMH","Y",NA,NA,NA,0.488477225671781,TRUE,5.89,17.4,11.645,8.7,2.945,8.18638961936213,0.940964324064612,80.4923161739509,584888.326864802,2654603.13572551,c(584888.326864802, 2654603.13572551)
143,300,"LM_066","514",181,8.6,4.8,"Y","Y","CK","9/5/23",NA,"9B","LM","AMH","Y",NA,NA,NA,0.428,FALSE,4.8,8.6,6.7,4.3,2.4,3.56791255498225,0.829747105809827,32.4212361850467,584893.393054489,2654606.48751743,c(584893.393054489, 2654606.48751743)
144,299,"LM_068","514",181,10.05,6.9,"Y","Y","CK","9/5/23",NA,"9B","LM","AMH","Y",NA,NA,NA,0.327,FALSE,6.9,10.05,8.475,5.025,3.45,3.65350858764558,0.72706638560111,54.4634356407961,584919.81333549,2654611.07313059,c(584919.81333549, 2654611.07313059)
145,291,"LM_067","512",181,7.23,5.55,"Y","Y","CK","9/5/23","after this tree, passed 2 visible q. brandegeei trees that were on rock and could not be measured","9B","LM","AMH","Y",NA,NA,NA,0.288,FALSE,5.55,7.23,6.39,3.615,2.775,2.31680814915694,0.640887454815197,31.5152794035677,584893.406176607,2654604.27308048,c(584893.406176607, 2654604.27308048)
146,293,"LM_041","515",181,11.14,11.32,"Y","Y","CK","9/5/23",NA,"9B","LM","AMH","Y",NA,NA,NA,0.56,FALSE,11.14,11.32,11.23,5.66,5.57,1.00533576480696,0.177621159859887,99.0424783156025,585038.402080254,2654682.64106465,c(585038.402080254, 2654682.64106465)
147,296,"LM_042","518",181,13.95,12.88,"Y","Y","CK","9/5/23","2 trunks at breast height so 2 DBH's","10A","LM","AMH","Y",NA,NA,NA,0.58762658210806,TRUE,12.88,13.95,13.415,6.975,6.44,2.67899701380946,0.3840855933777,141.1172004066,585042.47075724,2654682.66521701,c(585042.47075724, 2654682.66521701)
148,53,"LM_151","481",181,11.1,11.75,"Y","Y","CK","9/6/23","LM transect #1","12A","LM","AMH","Y",NA,NA,NA,0.391,FALSE,11.1,11.75,11.425,5.875,5.55,1.92694706725431,0.327990990170947,102.435555461112,585297.839626683,2654674.21811524,c(585297.839626683, 2654674.21811524)
149,371,"LM_152","533",181,9.15,8.17,"Y","Y","CK","9/6/23","LM transect #1","12A","LM","AMH","Y",NA,NA,NA,0.385,FALSE,8.17,9.15,8.66,4.575,4.085,2.0599514557387,0.450262613276219,58.712832403858,585307.053499173,2654664.30765134,c(585307.053499173, 2654664.30765134)
150,381,"LM_153","532",181,6.85,6.56,"Y","Y","CK","9/6/23","LM transect #1","12A","LM","AMH","Y",NA,NA,NA,0.399,FALSE,6.56,6.85,6.705,3.425,3.28,0.986014705772688,0.287887505335091,35.2926518704277,585329.33893504,2654679.94199365,c(585329.33893504, 2654679.94199365)
151,380,"LM_154","530",181,3.55,8.2,"Y","Y","CK","9/6/23","LM transect #1","12A","LM","AMH","Y",NA,NA,NA,0.293,FALSE,3.55,8.2,5.875,4.1,1.775,3.69585916939485,0.901429065706061,22.8629405364997,585328.321764983,2654679.93593509,c(585328.321764983, 2654679.93593509)
152,378,"LM_155","528",181,7.05,2,"Y","Y","CK","9/6/23","LM transect #1","12A","LM","AMH","Y",NA,NA,NA,0.404,FALSE,2,7.05,4.525,3.525,1,3.3801812081603,0.958916654797247,11.074114103904,585328.308575215,2654682.15037386,c(585328.308575215, 2654682.15037386)
153,387,"LM_157","527",181,14.8,12.93,"Y","Y","KA","9/6/23","LM transect #1; Mother tree #1; 4 trunks at breast height","12A","LM","AMH","Y",NA,NA,NA,1.0428331601939,TRUE,12.93,14.8,13.865,7.4,6.465,3.60052426738107,0.486557333429875,150.296934140389,585327.509814458,2654730.86499887,c(585327.509814458, 2654730.86499887)
154,382,"LM_158","521",181,10.1,10.05,"Y","Y","CK","9/6/23","LM transect #2, likely outside of 20m","12A","LM","AMH","Y",NA,NA,NA,0.47,FALSE,10.05,10.1,10.075,5.05,5.025,0.501871497497113,0.0993804945538838,79.721840575658,585013.464363128,2654771.0736833,c(585013.464363128, 2654771.0736833)
155,294,"LM_159","524",172,6.21,4.9,"Y","Y","CK","9/6/23","LM transect #2; 2 trunks at breast height so 2 DBH's","12A","LM","AMH","Y",NA,NA,NA,0.30761176830544,TRUE,4.9,6.21,5.555,3.105,2.45,1.90749180863248,0.61432908490579,23.898880714021,585099.787402965,2654623.21364959,c(585099.787402965, 2654623.21364959)
156,305,"LM_161","533",181,14.25,12.05,"Y","Y","CK","9/6/23","2 trunks at breast height so 2 DBH's","12B","LM","AMH","Y",NA,NA,NA,0.702182312508653,TRUE,12.05,14.25,13.15,7.125,6.025,3.80328805114732,0.533794814196115,134.862682132384,585606.781616455,2654722.56582011,c(585606.781616455, 2654722.56582011)
157,304,"LM_162","534",181,15.81,15.7,"Y","Y","CK","9/6/23","2 trunks at breast height so 2 DBH's","12B","LM","AMH","Y",NA,NA,NA,0.694985611361847,TRUE,15.7,15.81,15.755,7.905,7.85,0.930873245936314,0.117757526367655,194.949175924024,585611.86745461,2654722.59621296,c(585611.86745461, 2654722.59621296)
158,52,"LM_163","532",181,7.1,15.35,"Y","Y","CK","9/6/23","2 trunks at breast height so 2 DBH's","12B","LM","AMH","Y",NA,NA,NA,0.626906691621648,TRUE,7.1,15.35,11.225,7.675,3.55,6.80463996108538,0.886598040532297,85.5966188378709,585613.88193865,2654725.93003052,c(585613.88193865, 2654725.93003052)
159,54,"LM_164","531",181,9.35,15.65,"Y","Y","KA","9/6/23","2 trunks at breast height so 2 DBH's","12B","LM","AMH","Y",NA,NA,NA,0.644360923706582,TRUE,9.35,15.65,12.5,7.825,4.675,6.27495019900557,0.801910568563012,114.92534975454,585624.446714597,2654716.9505531,c(585624.446714597, 2654716.9505531)
160,55,"LM_165","534",172,9.95,9.05,"Y","Y","KA","9/6/23",NA,"12B","LM","AMH","Y",NA,NA,NA,0.42,FALSE,9.05,9.95,9.5,4.975,4.525,2.06760731281353,0.415599459862016,70.7231411185317,585634.673550729,2654707.78451973,c(585634.673550729, 2654707.78451973)
161,56,"LM_166","539",181,13.3,13.4,"Y","Y","KA","9/6/23","2 trunks at breast height so 2 DBH's","12B","LM","AMH","Y",NA,NA,NA,1.20420097990327,TRUE,13.3,13.4,13.35,6.7,6.65,0.817006731918408,0.121941303271404,139.973660680693,585635.686658188,2654680.10908733,c(585635.686658188, 2654680.10908733)
162,57,"LM_167","545",181,8.95,7.33,"Y","Y","KA","9/6/23",NA,"13A","LM","AMH","Y",NA,NA,NA,0.33,FALSE,7.33,8.95,8.14,4.475,3.665,2.56776167118368,0.573801490767302,51.5248684124445,585683.178246982,2654648.0979843,c(585683.178246982, 2654648.0979843)
163,386,"LM_168","544",181,11.95,12.06,"Y","Y","KA","9/6/23",NA,"13A","LM","AMH","Y",NA,NA,NA,0.491,FALSE,11.95,12.06,12.005,6.03,5.975,0.812573073637077,0.134755070254905,113.18922711435,585675.74656787,2654643.43995617,c(585675.74656787, 2654643.43995617)
164,388,"LM_169","534",190,16,15.9,"Y","Y","KA","9/6/23","Daniel tag #75","13A","LM","AMH","Y",75,24.00315,-110.157716666667,0.00875352187005424,FALSE,15.9,16,15.95,8,7.95,0.893028554974587,0.111628569371823,199.805292768311,585665.124048732,2654832.16420852,c(585665.124048732, 2654832.16420852)
165,389,"LM_044","533",181,11.2,9.48,"Y","Y","KA","9/6/23","height of stick person not written so extrapolated from photo","13A","LM","AMH","Y",NA,NA,NA,0.614,FALSE,9.48,11.2,10.34,5.6,4.74,2.98201274309819,0.532502275553248,83.3904353968875,585679.391881972,2654827.63595671,c(585679.391881972, 2654827.63595671)
166,390,"LM_043","535",190,9,10.2,"Y","Y","KA","9/6/23","Daniel tag #76","13A","LM","AMH","Y",76,24.0029833333333,-110.157583333333,0.0046123091524252,TRUE,9,10.2,9.6,5.1,4.5,2.4,0.470588235294118,72.0995513998857,585674.863222374,2654819.48896556,c(585674.863222374, 2654819.48896556)
167,295,"LM_225","532",172,9.87,13.51,"Y","Y","KA","9/6/23",NA,"13A","LM","AMH","Y",NA,NA,NA,0.44,FALSE,9.87,13.51,11.69,6.755,4.935,4.61256978266996,0.682837865680231,104.72789708062,585687.856075686,2654829.7165611,c(585687.856075686, 2654829.7165611)
168,372,"LM_224","535",172,5.56,7.91,"Y","Y","KA","9/6/23",NA,"13A","LM","AMH","Y",NA,NA,NA,0.275,FALSE,5.56,7.91,6.735,3.955,2.78,2.81311659907655,0.711281061713413,34.5414970669544,585693.795029866,2654828.82937098,c(585693.795029866, 2654828.82937098)
169,383,"LM_223","530",172,12.3,12.34,"Y","Y","KA","9/6/23",NA,"13A","LM","AMH","Y",NA,NA,NA,0.434,FALSE,12.3,12.34,12.32,6.17,6.15,0.496386945839628,0.080451693004802,119.209304036791,585692.916486627,2654833.99132822,c(585692.916486627, 2654833.99132822)
170,301,"LM_222","532",172,24.1,17.51,"Y","Y","KA","9/6/23","4 trunks at breast height","13B","LM","AMH","Y",NA,NA,NA,1.05782796332863,TRUE,17.51,24.1,20.805,12.05,8.755,8.2796422024143,0.68710723671488,331.430956370253,585692.552043377,2654838.23364432,c(585692.552043377, 2654838.23364432)
171,379,"LM_221","534",181,9.85,12.22,"Y","Y","KA","9/6/23",NA,"13B","LM","AMH","Y",NA,NA,NA,0.461,FALSE,9.85,12.22,11.035,6.11,4.925,3.61614089880359,0.591839754305006,94.5360207336606,585696.02206005,2654824.96728397,c(585696.02206005, 2654824.96728397)
172,306,"LM_220","532",172,5.4,5.3,"Y","Y","VGB","9/6/23",NA,"13B","LM","AMH","Y",NA,NA,NA,0.605,FALSE,5.3,5.4,5.35,2.7,2.65,0.517204021639431,0.191557045051641,22.478095436435,585692.42619681,2654859.27082965,c(585692.42619681, 2654859.27082965)
173,395,"LM_219","532",172,7.55,4.65,"Y","Y","VGB","9/6/23",NA,"13B","LM","AMH","Y",NA,NA,NA,0.472,FALSE,4.65,7.55,6.1,3.775,2.325,2.97405447159261,0.78782899909738,27.5733660214759,585695.471047365,2654860.39630457,c(585695.471047365, 2654860.39630457)
174,397,"LM_218","534",172,5.6,7.45,"Y","Y","VGB","9/6/23",NA,"13B","LM","AMH","Y",NA,NA,NA,0.394,FALSE,5.6,7.45,6.525,3.725,2.8,2.45675090312388,0.659530443791646,32.7668113769415,585695.484294893,2654858.18186397,c(585695.484294893, 2654858.18186397)
175,58,"LM_170","534",172,8.27,7.25,"Y","Y","VGB","9/6/23",NA,"13B","LM","AMH","Y",NA,NA,NA,0.334,FALSE,7.25,8.27,7.76,4.135,3.625,1.98937176012931,0.481105625182421,47.0905103819025,585733.172162331,2654849.54929477,c(585733.172162331, 2654849.54929477)
